isbn,ncid,title,creators
324100,"http://ci.nii.ac.jp/ncid/BN01034943","たくみと戀","シラア作 ; 實吉捷郎譯"
324100,"http://ci.nii.ac.jp/ncid/BN08376898","たくみと戀","シラア作 ; 實吉捷郎譯"
324109,"http://ci.nii.ac.jp/ncid/BA62073211","ヴァレンシュタイン","シラー作 ; 濱川祥枝訳"
324109,"http://ci.nii.ac.jp/ncid/BN05683449","ワ゛レンシュタイン","シルレル作 ; 鼓常良訳"
324151,"http://ci.nii.ac.jp/ncid/BB04552600","水妖記(ウンディーネ)","フーケー作 ; 柴田治三郎訳"
324151,"http://ci.nii.ac.jp/ncid/BN00398296","水妖記(ウンディーネ)","フーケー作 ; 柴田治三郎訳"
324241,"http://ci.nii.ac.jp/ncid/BB00789109","みずうみ : 他四篇","シュトルム作 ; 関泰祐訳"
324241,"http://ci.nii.ac.jp/ncid/BN00398740","みずうみ : 他四篇","シュトルム作 ; 関泰祐訳"
324323,"http://ci.nii.ac.jp/ncid/BB00712512","ドゥイノの悲歌","リルケ作 ; 手塚富雄訳"
324323,"http://ci.nii.ac.jp/ncid/BN05070381","ドゥイノの悲歌","リルケ作 ; 手塚富雄訳"
324340,"http://ci.nii.ac.jp/ncid/BA63588873","トニオ・クレエゲル","トオマス・マン作 ; 実吉捷郎訳"
324340,"http://ci.nii.ac.jp/ncid/BN00398343","トニオ・クレエゲル","トオマス・マン作 ; 実吉捷郎訳"
324341,"http://ci.nii.ac.jp/ncid/BA46531596","ヴェニスに死す","トオマス・マン作 ; 実吉捷郎訳"
324341,"http://ci.nii.ac.jp/ncid/BN01524614","ヴェニスに死す","トオマス・マン作 ; 実吉捷郎訳"
324352,"http://ci.nii.ac.jp/ncid/BA89806878","車輪の下","ヘルマン・ヘッセ作 ; 実吉捷郎訳"
324352,"http://ci.nii.ac.jp/ncid/BN01048482","車輪の下","ヘルマン・ヘッセ作 ; 実吉捷郎訳"
324355,"http://ci.nii.ac.jp/ncid/BA89863077","デミアン","ヘルマン・ヘッセ作 ; 実吉捷郎訳"
324355,"http://ci.nii.ac.jp/ncid/BN01048824","デミアン","ヘルマン・ヘッセ作 ; 実吉捷郎訳"
324363,"http://ci.nii.ac.jp/ncid/BB09918288","美しき惑いの年","カロッサ作 ; 手塚富雄訳"
324363,"http://ci.nii.ac.jp/ncid/BN01046068","美しき惑いの年","カロッサ作 ; 手塚富雄譯"
324364,"http://ci.nii.ac.jp/ncid/BB09705152","若き日の変転","カロッサ作 ; 斎藤栄治訳"
324364,"http://ci.nii.ac.jp/ncid/BN0104705X","若き日の変転","カロッサ作 ; 斎藤栄治訳"
324365,"http://ci.nii.ac.jp/ncid/BB09401216","幼年時代","カロッサ作 ; 斎藤栄治訳"
324365,"http://ci.nii.ac.jp/ncid/BN01041224","幼年時代","カロッサ作 ; 齋藤榮治譯"
324374,"http://ci.nii.ac.jp/ncid/BB07975495","ジョゼフ・フーシェ : ある政治的人間の肖像","シュテファン・ツワイク著 ; 高橋禎二, 秋山英夫訳"
324374,"http://ci.nii.ac.jp/ncid/BN00904686","ジョゼフ・フーシェ : ある政治的人間の肖像","シュテファン・ツワイク著 ; 高橋禎二, 秋山英夫訳"
324381,"http://ci.nii.ac.jp/ncid/BA68667387","変身 ; 断食芸人","カフカ作 ; 山下肇, 山下萬里訳"
324381,"http://ci.nii.ac.jp/ncid/BN01034921","変身 : 他一篇","カフカ作 ; 山下肇訳"
324391,"http://ci.nii.ac.jp/ncid/BA75064155","三文オペラ","ブレヒト作 ; 岩淵達治訳"
324391,"http://ci.nii.ac.jp/ncid/BN01026650","三文オペラ","ベルトルト・ブレヒト作 ; 千田是也訳"
325021,"http://ci.nii.ac.jp/ncid/BB11263024","ガルガンチュワ物語","ラブレー [作] ; 渡辺一夫訳"
325021,"http://ci.nii.ac.jp/ncid/BN00850587","ガルガンチュワ物語","フランソワ・ラブレー作 ; 渡辺一夫訳"
325022,"http://ci.nii.ac.jp/ncid/BB11263782","パンタグリュエル物語","ラブレー [作] ; 渡辺一夫訳"
325022,"http://ci.nii.ac.jp/ncid/BN00850601","パンタグリュエル物語","フランソワ・ラブレー作 ; 渡辺一夫訳"
325061,"http://ci.nii.ac.jp/ncid/BA70283617","日月両世界旅行記","シラノ・ド・ベルジュラック作 ; 赤木昭三訳"
325061,"http://ci.nii.ac.jp/ncid/BN00975902","日月兩世界旅行記","シラノ・ド・ベルジュラック作 ; 有永弘人譯"
325071,"http://ci.nii.ac.jp/ncid/BA53466905","嘘つき男 ; 舞台は夢","コルネイユ作 ; 岩瀬孝, 井村順一訳"
325071,"http://ci.nii.ac.jp/ncid/BN00997563","嘘つき男","コルネイユ作 ; 岩瀬孝訳"
325121,"http://ci.nii.ac.jp/ncid/BA88158295","女房学校 : 他二篇","モリエール作 ; 辰野隆, 鈴木力衛訳"
325121,"http://ci.nii.ac.jp/ncid/BN01011620","女房学校 : 他2篇","モリエール作 ; 辰野隆, 鈴木力衛訳"
325122,"http://ci.nii.ac.jp/ncid/BA88158127","タルチュフ","モリエール作 ; 鈴木力衛訳"
325122,"http://ci.nii.ac.jp/ncid/BN02546204","タルチュフ","モリエール作 ; 鈴木力衛訳"
325123,"http://ci.nii.ac.jp/ncid/BA8815858X","ドン・ジュアン","モリエール作 ; 鈴木力衛訳"
325123,"http://ci.nii.ac.jp/ncid/BN01011507","ドン・ジュアン","モリエール作 ; 鈴木力衛訳"
325124,"http://ci.nii.ac.jp/ncid/BA8815793X","孤客 : ミザントロオプ","モリエール作 ; 辰野隆訳"
325124,"http://ci.nii.ac.jp/ncid/BN03680858","孤客 : ミザントロオプ","モリエール作 ; 辰野隆訳"
325125,"http://ci.nii.ac.jp/ncid/BA88164899","いやいやながら医者にされ","モリエール作 ; 鈴木力衛訳"
325125,"http://ci.nii.ac.jp/ncid/BN01011686","いやいやながら医者にされ","モリエール作 ; 鈴木力衛訳"
325126,"http://ci.nii.ac.jp/ncid/BA88158772","町人貴族","モリエール作 ; 鈴木力衛訳"
325126,"http://ci.nii.ac.jp/ncid/BN00993314","町人貴族","モリエール作 ; 鈴木力衛訳"
325127,"http://ci.nii.ac.jp/ncid/BA88165268","守銭奴","モリエール作 ; 鈴木力衛訳"
325127,"http://ci.nii.ac.jp/ncid/BN01986700","守銭奴","モリエール作 ; 鈴木力衛訳"
325128,"http://ci.nii.ac.jp/ncid/BA8845412X","スカパンの悪だくみ","モリエール作 ; 鈴木力衛訳"
325128,"http://ci.nii.ac.jp/ncid/BN00981530","スカパンの惡だくみ","モリエール作 ; 鈴木力衞譯"
325129,"http://ci.nii.ac.jp/ncid/BA8816552X","病は気から","モリエール作 ; 鈴木力衛訳"
325129,"http://ci.nii.ac.jp/ncid/BN01982641","病は気から","モリエール作 ; 鈴木力衛訳"
325151,"http://ci.nii.ac.jp/ncid/BB00517776","クレーヴの奥方 : 他二篇","ラファイエット夫人作 ; 生島遼一訳"
325151,"http://ci.nii.ac.jp/ncid/BN01987725","クレーヴの奥方 : 他2篇","ラファイエット夫人作 ; 生島遼一訳"
325181,"http://ci.nii.ac.jp/ncid/BA70862330","カンディード : 他五篇","ヴォルテール作 ; 植田祐次訳"
325181,"http://ci.nii.ac.jp/ncid/BN00994011","カンディード","ヴォルテール作 ; 吉村正一郎訳"
325191,"http://ci.nii.ac.jp/ncid/BA81517141","マノン・レスコー","アベ・プレヴォ作 ; 河盛好蔵訳"
325191,"http://ci.nii.ac.jp/ncid/BN02494971","マノン・レスコー","アベ・プレヴォ作 ; 河盛好蔵訳"
325221,"http://ci.nii.ac.jp/ncid/BA86067541","フィガロの結婚","ボオマルシェエ作 ; 辰野隆訳"
325221,"http://ci.nii.ac.jp/ncid/BN01987780","フィガロの結婚","ボオマルシェエ作 ; 辰野隆訳"
325222,"http://ci.nii.ac.jp/ncid/BA86507462","セビーリャの理髪師","ボーマルシェ作 ; 鈴木康司訳"
325222,"http://ci.nii.ac.jp/ncid/BN01521886","セヴィラの理髪師","ボーマルシェ作 ; 進藤誠一訳"
325251,"http://ci.nii.ac.jp/ncid/BB01916653","アドルフ","コンスタン作 ; 大塚幸男訳"
325251,"http://ci.nii.ac.jp/ncid/BN01521911","アドルフ","コンスタン作 ; 大塚幸男訳"
325263,"http://ci.nii.ac.jp/ncid/BA83717924","赤と黒","スタンダール作 ; 桑原武夫, 生島遼一訳"
325263,"http://ci.nii.ac.jp/ncid/BN01007951","赤と黒","スタンダール作 ; 桑原武夫, 生島遼一訳"
325265,"http://ci.nii.ac.jp/ncid/BA90858303","パルムの僧院","スタンダール作 ; 生島遼一訳"
325265,"http://ci.nii.ac.jp/ncid/BN01982572","パルムの僧院","スタンダール作 ; 生島遼一訳"
325331,"http://ci.nii.ac.jp/ncid/BA84667344","モンテ・クリスト伯","アレクサンドル・デュマ作 ; 山内義雄訳"
325331,"http://ci.nii.ac.jp/ncid/BN00993416","モンテ・クリスト伯","アレクサンドル・デュマ作 ; 山内義雄訳"
325338,"http://ci.nii.ac.jp/ncid/BA86067869","三銃士","デュマ作 ; 生島遼一訳"
325338,"http://ci.nii.ac.jp/ncid/BN01982743","三銃士","デュマ作 ; 生島遼一訳"
325343,"http://ci.nii.ac.jp/ncid/BA83874467","カルメン","メリメ作 ; 杉捷夫訳"
325343,"http://ci.nii.ac.jp/ncid/BN01007179","カルメン","メリメ作 ; 杉捷夫訳"
325351,"http://ci.nii.ac.jp/ncid/BB04552972","愛の妖精(プチット・ファデット)","ジョルジュ・サンド作 ; 宮崎嶺雄訳"
325351,"http://ci.nii.ac.jp/ncid/BN01001310","愛の妖精 : プチット・ファデット","ジョルジュ・サンド作 ; 宮崎嶺雄訳"
325371,"http://ci.nii.ac.jp/ncid/BA88165905","悪の華","ボオドレール作 ; 鈴木信太郎訳"
325371,"http://ci.nii.ac.jp/ncid/BN01001015","惡の華","ボオドレール [著] ; 鈴木信太郎譯"
325372,"http://ci.nii.ac.jp/ncid/BA85897179","パリの憂愁","ボードレール作 ; 福永武彦訳"
325372,"http://ci.nii.ac.jp/ncid/BN01009265","パリの憂愁","ボードレール作 ; 福永武彦訳"
325381,"http://ci.nii.ac.jp/ncid/BA81517447","ボヴァリー夫人","フローベール作 ; 伊吹武彦訳"
325381,"http://ci.nii.ac.jp/ncid/BA81517651","ボヴァリー夫人","フローベール作 ; 伊吹武彦訳"
325381,"http://ci.nii.ac.jp/ncid/BN01001150","ボヴァリー夫人","フローベール作 ; 伊吹武彦訳"
325391,"http://ci.nii.ac.jp/ncid/BN00956034","ポオルとヴィルジニイ","サン・ピエエル作 ; 木村太郎譯"
325391,"http://ci.nii.ac.jp/ncid/BN04162484","ポオルとヴィルジニイ","サン・ピエエル作 ; 木村太郎譯"
325426,"http://ci.nii.ac.jp/ncid/BN00993234","タラスコンみなと","ドーデー作 ; 畠中敏郎訳"
325426,"http://ci.nii.ac.jp/ncid/BN07185500","タラスコンみなと","ドーデー作 ; 畠中敏郎訳"
325501,"http://ci.nii.ac.jp/ncid/BA66246672","脂肪のかたまり","モーパッサン作 ; 高山鉄男訳"
325501,"http://ci.nii.ac.jp/ncid/BN05545831","脂肪の塊","モーパッサン作 ; 水野亮訳"
325521,"http://ci.nii.ac.jp/ncid/BA86068453","地獄の季節","ランボオ作 ; 小林秀雄訳"
325521,"http://ci.nii.ac.jp/ncid/BN0363883X","地獄の季節","ランボオ作 ; 小林秀雄訳"
325541,"http://ci.nii.ac.jp/ncid/BN00992333","魅せられたる魂","ロマン・ロラン作 ; 宮本正清訳"
325541,"http://ci.nii.ac.jp/ncid/BN04017907","魅せられたる魂","ロマン・ロラン作 ; 宮本正清訳"
325562,"http://ci.nii.ac.jp/ncid/BB03799266","ベートーヴェンの生涯","ロマン・ロラン著 ; 片山敏彦訳"
325562,"http://ci.nii.ac.jp/ncid/BN03644661","ベートーヴェンの生涯","ロマン・ロラン著 ; 片山敏彦訳"
325592,"http://ci.nii.ac.jp/ncid/BN00905769","ソヴェト旅行記","ジイド [著] ; 小松清譯"
325592,"http://ci.nii.ac.jp/ncid/BN07814151","ソヴェト旅行記","ジイド [著] ; 小松清訳"
325661,"http://ci.nii.ac.jp/ncid/BB07975928","恐るべき子供たち","コクトー作 ; 鈴木力衛訳"
325661,"http://ci.nii.ac.jp/ncid/BN00996447","恐るべき子供たち","コクトー作 ; 鈴木力衛訳"
325711,"http://ci.nii.ac.jp/ncid/BB07901739","結婚十五の歓び","新倉俊一訳"
325711,"http://ci.nii.ac.jp/ncid/BN00397577","結婚十五の歓び","新倉俊一訳"
325961,"http://ci.nii.ac.jp/ncid/BN00908519","文學史の方法","テエヌ著 ; 瀬沼茂樹譯"
325961,"http://ci.nii.ac.jp/ncid/BN08370009","文學史の方法 : 附作家論","イポリイト・テエヌ著 ; 瀬沼茂樹譯"
326041,"http://ci.nii.ac.jp/ncid/BA78365373","オネーギン","プーシキン作 ; 池田健太郎訳"
326041,"http://ci.nii.ac.jp/ncid/BN01990821","オネーギン","プーシキン [著] ; 池田健太郎訳"
326042,"http://ci.nii.ac.jp/ncid/BA71650112","スペードの女王 ; ベールキン物語","プーシキン作 ; 神西清訳"
326042,"http://ci.nii.ac.jp/ncid/BN02548312","スペードの女王 ; ベールキン物語","プーシキン作 ; 神西清訳"
326043,"http://ci.nii.ac.jp/ncid/BA76035265","大尉の娘","プーシキン作 ; 神西清訳"
326043,"http://ci.nii.ac.jp/ncid/BN0198998X","大尉の娘","プーシキン作 ; 神西清訳"
326053,"http://ci.nii.ac.jp/ncid/BA75554201","外套 ; 鼻","ゴーゴリ作 ; 平井肇訳"
326053,"http://ci.nii.ac.jp/ncid/BN03593050","外套 ; 鼻","ゴーゴリ作 ; 平井肇訳"
326084,"http://ci.nii.ac.jp/ncid/BN01815366","初恋","ツルゲーネフ作 ; 米川正夫訳"
326084,"http://ci.nii.ac.jp/ncid/BN05648674","初恋ひ","ツルゲーネフ作 ; 米川正夫訳"
326135,"http://ci.nii.ac.jp/ncid/BA44044663","罪と罰","ドストエフスキー作 ; 江川卓訳"
326135,"http://ci.nii.ac.jp/ncid/BN01033066","罪と罰","ドストエーフスキィ作 ; 中村白葉訳"
326181,"http://ci.nii.ac.jp/ncid/BA75063276","戦争と平和","トルストイ作 ; 藤沼貴訳"
326181,"http://ci.nii.ac.jp/ncid/BN00402520","戦争と平和","トルストイ作 ; 米川正夫訳"
326199,"http://ci.nii.ac.jp/ncid/BB00928500","人生論","トルストイ著 ; 中村融訳"
326199,"http://ci.nii.ac.jp/ncid/BN00402123","人生論","トルストイ著 ; 中村融訳"
326211,"http://ci.nii.ac.jp/ncid/BA7921441X","紅い花 : 他四篇","ガルシン作 ; 神西清訳"
326211,"http://ci.nii.ac.jp/ncid/BN05536069","あかい花 : 他四篇","ガルシン作 ; 神西清訳"
326221,"http://ci.nii.ac.jp/ncid/BB00707997","かもめ","チェーホフ作 ; 浦雅春訳"
326221,"http://ci.nii.ac.jp/ncid/BN01793048","かもめ","チェーホフ作 ; 湯浅芳子訳"
326222,"http://ci.nii.ac.jp/ncid/BA53467307","ワーニャおじさん","チェーホフ作 ; 小野理子訳"
326222,"http://ci.nii.ac.jp/ncid/BN07701279","ヴァーニャ伯父","チェーホフ作 ; 湯浅芳子訳"
326223,"http://ci.nii.ac.jp/ncid/BA68666362","可愛い女 ; 犬を連れた奥さん : 他一篇","チェーホフ作 ; 神西清訳"
326223,"http://ci.nii.ac.jp/ncid/BN0199242X","可愛い女 ; 犬を連れた奥さん : 他一編","チェーホフ作 ; 神西清訳"
326223,"http://ci.nii.ac.jp/ncid/BN11978811","可愛い女 ; 犬を連れた奥さん : 他一編","チェーホフ作 ; 神西清訳"
326225,"http://ci.nii.ac.jp/ncid/BA34949548","桜の園","チェーホフ作 ; 小野理子訳"
326225,"http://ci.nii.ac.jp/ncid/BN01991777","桜の園","チェーホフ作 ; 湯浅芳子訳"
326225,"http://ci.nii.ac.jp/ncid/BN11980234","桜の園","チェーホフ作 ; 湯浅芳子訳"
326226,"http://ci.nii.ac.jp/ncid/BB00093046","六号病棟 ; 退屈な話 : 他五篇","チェーホフ作 ; 松下裕訳"
326226,"http://ci.nii.ac.jp/ncid/BN01990978","退屈な話 ; 六号病室","チェーホフ作 ; 湯浅芳子訳"
327201,"http://ci.nii.ac.jp/ncid/BB0212197X","ラサリーリョ・デ・トルメスの生涯","会田由訳"
327201,"http://ci.nii.ac.jp/ncid/BN01996511","ラサリーリョ・デ・トルメスの生涯","会田由訳"
327211,"http://ci.nii.ac.jp/ncid/BA5005294X","ドン・キホーテ","セルバンテス作 ; 牛島信明訳"
327211,"http://ci.nii.ac.jp/ncid/BN0104942X","ドン・キホーテ","セルバンテス作 ; 永田寛定訳"
327211,"http://ci.nii.ac.jp/ncid/BN01522197","ドン・キホーテ","セルバンテス作 ; 永田寛定譯"
327501,"http://ci.nii.ac.jp/ncid/BN05535951","人形の家","イプセン作 ; 竹山道雄訳"
327501,"http://ci.nii.ac.jp/ncid/BN14365171","人形の家","イプセン [著] ; 原千代海訳"
327504,"http://ci.nii.ac.jp/ncid/BN05676512","幽霊","イプセン作 ; 竹山道雄訳"
327504,"http://ci.nii.ac.jp/ncid/BN14548524","幽霊","イプセン [著] ; 原千代海訳"
327701,"http://ci.nii.ac.jp/ncid/BN00936150","クォヴァディス : ネロの時代の物語","シェンキェヴィチ作 ; 河野與一譯"
327701,"http://ci.nii.ac.jp/ncid/BN12250430","クオ・ワディス","シェンキェーヴィチ作 ; 木村彰一訳"
330111,"http://ci.nii.ac.jp/ncid/BB01549406","都鄙問答","石田梅岩著 ; 足立栗園校訂"
330111,"http://ci.nii.ac.jp/ncid/BN00932637","都鄙問答","石田梅岩著 ; 足立栗園校訂"
330151,"http://ci.nii.ac.jp/ncid/BA35777685","三浦梅園自然哲学論集","三浦梅園 [著] ; 尾形純男, 島田虔次編注訳"
330151,"http://ci.nii.ac.jp/ncid/BN00925347","三浦梅園集","三枝博音編"
330211,"http://ci.nii.ac.jp/ncid/BN01801463","講孟余話","吉田松陰著 ; 広瀬豊校訂"
330211,"http://ci.nii.ac.jp/ncid/BN13101301","講孟餘話","吉田松陰著 ; 廣瀬豊校訂"
330321,"http://ci.nii.ac.jp/ncid/BN00995003","どちりなきりしたん : 長崎版","海老澤有道校註"
330321,"http://ci.nii.ac.jp/ncid/BN1166011X","長崎版どちりなきりしたん","海老沢有道校註"
330341,"http://ci.nii.ac.jp/ncid/BB11996411","上宮聖徳法王帝説","東野治之校注"
330341,"http://ci.nii.ac.jp/ncid/BN00902636","上宮聖徳法王帝説","狩谷望之證註 ; 平子尚補校 ; 花山信勝, 家永三郎校譯"
330371,"http://ci.nii.ac.jp/ncid/BN03734232","語意・書意","賀茂真淵著 ; 松田好夫訳"
330371,"http://ci.nii.ac.jp/ncid/BN05813839","語意・書意","賀茂真淵著 ; 松田好夫校訂"
331021,"http://ci.nii.ac.jp/ncid/BN01467226","文明論之概略","福沢諭吉著"
331021,"http://ci.nii.ac.jp/ncid/BN12250871","文明論之概略","福沢諭吉著 ; 松沢弘陽校注"
331022,"http://ci.nii.ac.jp/ncid/BA88555535","福翁自伝","福沢諭吉著 ; 富田正文校訂"
331022,"http://ci.nii.ac.jp/ncid/BN00439098","福翁自伝","福沢諭吉著 ; 富田正文校訂"
331023,"http://ci.nii.ac.jp/ncid/BA88166362","学問のすゝめ","福澤諭吉著"
331023,"http://ci.nii.ac.jp/ncid/BN01467102","学問のすゝめ","福澤諭吉著"
331061,"http://ci.nii.ac.jp/ncid/BA73777817","新島襄の手紙","[新島襄著] ; 同志社編"
331061,"http://ci.nii.ac.jp/ncid/BB08863996","新島襄書簡集","同志社編"
331061,"http://ci.nii.ac.jp/ncid/BN0868403X","新島襄書簡集","同志社編"
331101,"http://ci.nii.ac.jp/ncid/BN03638716","三酔人経綸問答","中江兆民 [著] ; 桑原武夫, 島田虔次訳・校注"
331101,"http://ci.nii.ac.jp/ncid/BN12062521","三酔人経綸問答","中江兆民 [著] ; 桑原武夫, 島田虔次訳・校注"
331151,"http://ci.nii.ac.jp/ncid/BA60002198","茶の本","岡倉覚三著 ; 村岡博訳"
331151,"http://ci.nii.ac.jp/ncid/BA81503238","茶の本","岡倉覚三著 ; 村岡博訳"
331151,"http://ci.nii.ac.jp/ncid/BN01814068","茶の本","岡倉覺三著 ; 村岡博譯"
331152,"http://ci.nii.ac.jp/ncid/BB22932942","東邦の理想","岡倉覚三著 ; 村岡博訳"
331152,"http://ci.nii.ac.jp/ncid/BN00917892","東邦の理想","岡倉覺三著 ; 村岡博譯"
331181,"http://ci.nii.ac.jp/ncid/BA81504591","武士道","新渡戸稲造著 ; 矢内原忠雄訳"
331181,"http://ci.nii.ac.jp/ncid/BN07517928","武士道","新渡戸稲造著 ; 矢内原忠雄訳"
331193,"http://ci.nii.ac.jp/ncid/BN00903322","代表的日本人","内村鑑三著 ; 鈴木俊郎譯"
331193,"http://ci.nii.ac.jp/ncid/BN12899357","代表的日本人","内村鑑三著 ; 鈴木範久訳"
331194,"http://ci.nii.ac.jp/ncid/BA85886194","後世への最大遺物 ; デンマルク国の話","内村鑑三著"
331194,"http://ci.nii.ac.jp/ncid/BB06755052","後世への最大遺物 ; デンマルク国の話","内村鑑三著"
331194,"http://ci.nii.ac.jp/ncid/BN03596489","後世への最大遺物 ; デンマルク国の話","内村鑑三著"
331241,"http://ci.nii.ac.jp/ncid/BA86066549","善の研究","西田幾多郎著"
331241,"http://ci.nii.ac.jp/ncid/BB08638832","善の研究","西田幾多郎著"
331241,"http://ci.nii.ac.jp/ncid/BN00761272","善の研究","西田幾多郎著"
331321,"http://ci.nii.ac.jp/ncid/BA86066651","貧乏物語","河上肇著 ; 大内兵衛解題"
331321,"http://ci.nii.ac.jp/ncid/BN11294146","貧乏物語","河上肇著 ; 大内兵衛解題"
331341,"http://ci.nii.ac.jp/ncid/BN0090402X","自叙伝 ; 日本脱出記","大杉栄著 ; 飛鳥井雅道校訂"
331341,"http://ci.nii.ac.jp/ncid/BN12024158","自叙伝 ; 日本脱出記","大杉栄著 ; 飛鳥井雅道校訂"
331351,"http://ci.nii.ac.jp/ncid/BA89802505","女工哀史","細井和喜蔵著"
331351,"http://ci.nii.ac.jp/ncid/BN00917451","女工哀史","細井和喜蔵著"
331381,"http://ci.nii.ac.jp/ncid/BA83655601","遠野物語 ; 山の人生","柳田国男著"
331381,"http://ci.nii.ac.jp/ncid/BN00947270","遠野物語 ; 山の人生","柳田国男著"
331382,"http://ci.nii.ac.jp/ncid/BB02168099","青年と学問","柳田国男著"
331382,"http://ci.nii.ac.jp/ncid/BN00951449","青年と学問","柳田国男著"
331383,"http://ci.nii.ac.jp/ncid/BB00928260","木綿以前の事","柳田国男著"
331383,"http://ci.nii.ac.jp/ncid/BN0037897X","木綿以前の事","柳田国男著"
331386,"http://ci.nii.ac.jp/ncid/BA85897372","海上の道","柳田国男著"
331386,"http://ci.nii.ac.jp/ncid/BN00378914","海上の道","柳田国男著"
331387,"http://ci.nii.ac.jp/ncid/BB00411221","蝸牛考","柳田国男著"
331387,"http://ci.nii.ac.jp/ncid/BN00768872","蝸牛考","柳田国男著"
331441,"http://ci.nii.ac.jp/ncid/BA89802232","古寺巡礼","和辻哲郎著"
331441,"http://ci.nii.ac.jp/ncid/BN00917600","古寺巡礼","和辻哲郎著"
331442,"http://ci.nii.ac.jp/ncid/BB01867172","風土 : 人間学的考察","和辻哲郎著"
331442,"http://ci.nii.ac.jp/ncid/BN00906375","風土 : 人間学的考察","和辻哲郎著"
331461,"http://ci.nii.ac.jp/ncid/BA89802695","「いき」の構造 : 他二篇","九鬼周造著"
331461,"http://ci.nii.ac.jp/ncid/BN00933163","「いき」の構造 : 他二篇","九鬼周造著"
331571,"http://ci.nii.ac.jp/ncid/BA43977329","きけわだつみのこえ : 日本戦没学生の手記","日本戦没学生記念会編"
331571,"http://ci.nii.ac.jp/ncid/BN01530082","きけわだつみのこえ : 日本戦没学生の手記","日本戦没学生記念会編"
331571,"http://ci.nii.ac.jp/ncid/BN13644759","きけわだつみのこえ : 日本戦没学生の手記","日本戦没学生記念会編"
331692,"http://ci.nii.ac.jp/ncid/BB00780352","手仕事の日本","柳宗悦著"
331692,"http://ci.nii.ac.jp/ncid/BN00403942","手仕事の日本","柳宗悦著"
332021,"http://ci.nii.ac.jp/ncid/BA44045870","論語","[孔子著] ; 金谷治訳注"
332021,"http://ci.nii.ac.jp/ncid/BN00934494","論語","金谷治訳注"
332051,"http://ci.nii.ac.jp/ncid/BA88243827","老子","蜂屋邦夫訳註"
332051,"http://ci.nii.ac.jp/ncid/BN02458730","老子","武内義雄譯註"
332071,"http://ci.nii.ac.jp/ncid/BA46183933","孫子","金谷治訳注"
332071,"http://ci.nii.ac.jp/ncid/BN00934596","孫子","金谷治訳注"
332611,"http://ci.nii.ac.jp/ncid/BB02633847","獄中からの手紙","ガンディー [著] ; 森本達雄訳"
332611,"http://ci.nii.ac.jp/ncid/BN00931430","ガーンディー聖書","ガーンディー [著] ; エルベール編 ; 蒲穆譯"
333031,"http://ci.nii.ac.jp/ncid/BA37070834","般若心経 ; 金剛般若経","中村元, 紀野一義訳註"
333031,"http://ci.nii.ac.jp/ncid/BA6602520X","般若心経 ; 金剛般若経","中村元, 紀野一義訳註"
333031,"http://ci.nii.ac.jp/ncid/BN00994113","般若心経 ; 金剛般若経","中村元, 紀野一義訳註"
333251,"http://ci.nii.ac.jp/ncid/BB02121426","ブッダ最後の旅 : 大パリニッバーナ経","中村元訳"
333251,"http://ci.nii.ac.jp/ncid/BN00756545","ブッダ最後の旅 : 大パリニッバーナ経","中村元訳"
333261,"http://ci.nii.ac.jp/ncid/BB00975522","明恵上人集","久保田淳, 山口明穂校注"
333261,"http://ci.nii.ac.jp/ncid/BN01798369","明恵上人集","久保田淳, 山口明穂校注"
334051,"http://ci.nii.ac.jp/ncid/BA8150945X","歴史","ヘロドトス[著] ; 松平千秋訳"
334051,"http://ci.nii.ac.jp/ncid/BN00931623","歴史","ヘロドトス[著] ; 松平千秋訳"
334071,"http://ci.nii.ac.jp/ncid/BB04553545","ガリア戦記","カエサル著 ; 近山金次訳"
334071,"http://ci.nii.ac.jp/ncid/BN01810748","ガリア戦記","カエサル著 ; 近山金次訳"
334201,"http://ci.nii.ac.jp/ncid/BA84743715","古代への情熱 : シュリーマン自伝","シュリーマン著 ; 村田数之亮訳"
334201,"http://ci.nii.ac.jp/ncid/BN0095056X","古代への情熱 : シュリーマン自伝","シュリーマン著 ; 村田數之亮訳"
335021,"http://ci.nii.ac.jp/ncid/BA8365534X","音楽と音楽家","シューマン著 ; 吉田秀和訳"
335021,"http://ci.nii.ac.jp/ncid/BN00936117","音楽と音楽家","シューマン著 ; 吉田秀和訳"
335531,"http://ci.nii.ac.jp/ncid/BN00918669","ゴッホの手紙","ゴッホ [著] ; 硲伊之助訳"
335531,"http://ci.nii.ac.jp/ncid/BN00936955","ゴッホの手紙","ゴッホ [著] ; エミル・ベルナール編 ; 硲伊之助訳"
336011,"http://ci.nii.ac.jp/ncid/BA81509970","ソクラテスの弁明 ; クリトン","プラトン著 ; 久保勉訳"
336011,"http://ci.nii.ac.jp/ncid/BN04112613","ソクラテスの弁明 ; クリトン","プラトン著 ; 久保勉訳"
336012,"http://ci.nii.ac.jp/ncid/BA81511688","ゴルギアス","プラトン著 ; 加来彰俊訳"
336012,"http://ci.nii.ac.jp/ncid/BN04157961","ゴルギアス","プラトン著 ; 加来彰俊訳"
336013,"http://ci.nii.ac.jp/ncid/BA8934563X","饗宴","プラトン著 ; 久保勉訳"
336013,"http://ci.nii.ac.jp/ncid/BN04255042","饗宴","プラトン著 ; 久保勉訳"
336015,"http://ci.nii.ac.jp/ncid/BB04555008","パイドロス","プラトン著 ; 藤沢令夫訳"
